num,type,d_le,a_le,gender,a1_r1,a1_r2,a1_r3,a1_r4,a1_r5,a1_r6,a1_r7,a1_r8,a1_r9,a1_r10,a1_r11,a1_r12,a1_r13,a1_r14,a1_r15,a1_r16,a1_r17,a1_r18,a1_r19,a1_r20,a1_r21,a1_r22,a1_r23,a1_r24,a2_r1,a2_r2,a2_r3,a2_r4,a2_r5,a2_r6,a2_r7,a2_r8,a2_r9,a2_r10,a2_r11,a2_r12,a2_r13,a2_r14,a2_r15,a2_r16,a2_r17,a2_r18,a2_r19,a2_r20,a2_r21,a2_r22,a2_r23,a2_r24,a3_r1,a3_r2,a3_r3,a3_r4,a3_r5,a3_r6,a3_r7,a3_r8,a3_r9,a3_r10,a3_r11,a3_r12,a3_r13,a3_r14,a3_r15,a3_r16,a3_r17,a3_r18,a3_r19,a3_r20,a3_r21,a3_r22,a3_r23,a3_r24,d1_r1,d1_r2,d1_r3,d1_r4,d1_r5,d1_r6,d1_r7,d1_r8,d1_r9,d1_r10,d1_r11,d1_r12,d1_r13,d1_r14,d1_r15,d1_r16,d1_r17,d1_r18,d1_r19,d1_r20,d1_r21,d1_r22,d1_r23,d1_r24,d2_r1,d2_r2,d2_r3,d2_r4,d2_r5,d2_r6,d2_r7,d2_r8,d2_r9,d2_r10,d2_r11,d2_r12,d2_r13,d2_r14,d2_r15,d2_r16,d2_r17,d2_r18,d2_r19,d2_r20,d2_r21,d2_r22,d2_r23,d2_r24,d3_r1,d3_r2,d3_r3,d3_r4,d3_r5,d3_r6,d3_r7,d3_r8,d3_r9,d3_r10,d3_r11,d3_r12,d3_r13,d3_r14,d3_r15,d3_r16,d3_r17,d3_r18,d3_r19,d3_r20,d3_r21,d3_r22,d3_r23,d3_r24,rt_a1_r1,rt_a1_r2,rt_a1_r3,rt_a1_r4,rt_a1_r5,rt_a1_r6,rt_a1_r7,rt_a1_r8,rt_a1_r9,rt_a1_r10,rt_a1_r11,rt_a1_r12,rt_a1_r13,rt_a1_r14,rt_a1_r15,rt_a1_r16,rt_a1_r17,rt_a1_r18,rt_a1_r19,rt_a1_r20,rt_a1_r21,rt_a1_r22,rt_a1_r23,rt_a1_r24,rt_a2_r1,rt_a2_r2,rt_a2_r3,rt_a2_r4,rt_a2_r5,rt_a2_r6,rt_a2_r7,rt_a2_r8,rt_a2_r9,rt_a2_r10,rt_a2_r11,rt_a2_r12,rt_a2_r13,rt_a2_r14,rt_a2_r15,rt_a2_r16,rt_a2_r17,rt_a2_r18,rt_a2_r19,rt_a2_r20,rt_a2_r21,rt_a2_r22,rt_a2_r23,rt_a2_r24,rt_a3_r1,rt_a3_r2,rt_a3_r3,rt_a3_r4,rt_a3_r5,rt_a3_r6,rt_a3_r7,rt_a3_r8,rt_a3_r9,rt_a3_r10,rt_a3_r11,rt_a3_r12,rt_a3_r13,rt_a3_r14,rt_a3_r15,rt_a3_r16,rt_a3_r17,rt_a3_r18,rt_a3_r19,rt_a3_r20,rt_a3_r21,rt_a3_r22,rt_a3_r23,rt_a3_r24,rt_d1_r1,rt_d1_r2,rt_d1_r3,rt_d1_r4,rt_d1_r5,rt_d1_r6,rt_d1_r7,rt_d1_r8,rt_d1_r9,rt_d1_r10,rt_d1_r11,rt_d1_r12,rt_d1_r13,rt_d1_r14,rt_d1_r15,rt_d1_r16,rt_d1_r17,rt_d1_r18,rt_d1_r19,rt_d1_r20,rt_d1_r21,rt_d1_r22,rt_d1_r23,rt_d1_r24,rt_d2_r1,rt_d2_r2,rt_d2_r3,rt_d2_r4,rt_d2_r5,rt_d2_r6,rt_d2_r7,rt_d2_r8,rt_d2_r9,rt_d2_r10,rt_d2_r11,rt_d2_r12,rt_d2_r13,rt_d2_r14,rt_d2_r15,rt_d2_r16,rt_d2_r17,rt_d2_r18,rt_d2_r19,rt_d2_r20,rt_d2_r21,rt_d2_r22,rt_d2_r23,rt_d2_r24,rt_d3_r1,rt_d3_r2,rt_d3_r3,rt_d3_r4,rt_d3_r5,rt_d3_r6,rt_d3_r7,rt_d3_r8,rt_d3_r9,rt_d3_r10,rt_d3_r11,rt_d3_r12,rt_d3_r13,rt_d3_r14,rt_d3_r15,rt_d3_r16,rt_d3_r17,rt_d3_r18,rt_d3_r19,rt_d3_r20,rt_d3_r21,rt_d3_r22,rt_d3_r23,rt_d3_r24
65,0,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,0,10,10,10,0,0,10,5,10,10,10,8,0,0,11,10,0,10,10,0,10,10,0,10,11,0,10,11,0,10,0,0,10,10,10,11,0,10,10,11,0,9,10,0,8,9,0,0,11,0,9,10,11,9,0,9,8,9,10,11,11,9,10,11,11,10,10,11,10,10,11,10,10,10,10,10,11,10,10,9,8,8,9,11,10,8,9,11,9,6,10,10,5,11,9,9,9,8,8,10,8,11,10,9,8,9,8,8,10,9,10,10,10,9,10,10,8,9,10,9,10,10,10,8,9,9,9,10587,2154,2144,4622,2953,2946,8331,4205,5531,2759,2635,2746,1445,2981,3393,2383,1886,8707,3743,4020,5175,2584,2499,7683,9695,4740,4979,2327,6119,9534,2688,4242,1370,1209,1207,1405,1531,2620,3788,4190,3553,2424,1834,2482,6863,8585,6426,5200,4480,2703,1914,2446,1634,1541,2622,1861,2103,2069,1517,4242,2564,2990,4719,2270,8105,2810,5766,4225,3719,1672,2115,2525,1544,5012,925,1584,1289,1764,1393,3015,1561,1506,2531,6028,1507,2375,3444,6230,1681,2629,3466,3386,3153,983,1519,2198,4030,2034,1764,1839,1106,2262,2261,1523,1708,879,2123,1638,2298,2615,796,1817,1409,3268,4555,2329,2268,2514,2953,2419,4296,4609,5503,1069,2147,3105,5167,2822,2720,3511,5563,8820,2527,4025,4113,3241,1525,3459,6187,4445,5582,2176,4106,3857
66,1,3,2,1,0,0,5,0,0,0,5,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,8,0,8,4,0,8,5,0,8,0,0,0,0,0,8,0,8,0,4,0,6,6,0,0,0,0,0,12,0,0,0,0,0,0,15,0,15,0,15,0,0,15,0,0,0,15,0,0,15,8,5,7,9,5,9,5,5,7,5,5,7,6,5,7,9,7,8,5,6,5,7,5,7,10,7,7,10,5,8,7,6,6,4,7,4,7,6,8,6,8,8,6,7,8,5,6,6,7,7,7,10,7,7,7,7,7,6,9,8,10,7,11,7,7,7,8,7,6,8,8,7,3502,1760,998,1713,1741,3342,4162,2077,2002,1977,2524,1579,2096,2929,1981,3368,2011,1229,1504,1688,1828,1538,2221,864,841,2534,4973,3619,920,4416,1204,8291,844,1657,4905,5072,2625,7419,3087,5574,2581,3333,2590,2922,7328,4869,6844,5913,3953,3348,3684,2804,3085,5851,7714,4804,5419,11524,3456,3632,2854,3842,2470,3409,3348,2323,1775,2417,4807,2451,2734,3945,3549,3023,2476,1728,4586,3044,2069,2917,2310,2770,5360,2026,10208,2940,3230,2840,1916,1931,2400,2868,2042,2649,2090,2529,2329,5445,1766,1913,1684,2299,3131,7579,5777,4454,2444,2284,4366,6212,4920,2227,6453,1454,4271,2500,9202,3224,4664,4743,2683,3755,1320,2000,1194,2189,2509,2347,2706,3235,3918,2221,3220,2290,1255,2439,2059,1873,2110,1942,2371,1824,3505,2926
67,1,2,3,1,10,10,10,20,20,20,0,0,0,20,20,0,20,10,10,20,0,0,0,20,10,10,10,10,10,10,10,10,12,10,15,10,10,10,10,12,10,10,10,10,10,10,10,0,0,10,0,10,15,16,17,18,19,19,19,18,18,18,18,20,20,18,18,18,18,18,18,18,20,20,20,18,12,9,12,12,16,17,17,17,12,12,17,18,15,17,15,16,17,16,15,11,15,15,15,15,11,13,15,14,17,19,19,15,16,13,15,16,14,19,15,18,19,15,15,15,16,15,18,15,10,12,15,15,17,18,12,19,12,10,16,12,10,19,19,18,20,19,16,11,17,12,18,12,5967,9432,3097,7036,4788,2901,2576,4458,12,1765,4901,2724,8371,6049,7891,3096,4216,4621,10704,4918,4514,7058,6633,6281,3829,4780,2577,1712,4741,1912,6197,2166,5058,4849,1679,3360,7181,1510,6146,6140,8548,4744,1936,1335,2825,5251,8448,7045,1325,5104,4018,1815,2375,4679,5860,5211,3385,4182,6334,3534,3836,6250,4656,8583,6059,10374,4359,10572,4841,2861,2457,5409,2882,5294,2957,7730,7302,7403,4652,2669,8677,2389,5535,5167,3391,3700,5091,3470,3050,8496,4699,4341,2473,5018,3004,4016,786,2402,891,1700,1420,2535,2880,2087,2025,1165,1239,2869,1165,3423,1317,1117,1300,897,981,789,1561,802,983,756,6988,11413,2360,5246,6680,10832,10382,3553,3484,6544,7055,12655,2833,3860,4856,2947,3956,2576,1220,2442,2570,3522,1482,3868
68,1,2,2,2,4,0,3,5,10,4,2,8,4,0,0,0,7,3,0,0,14,0,9,12,3,0,10,7,0,2,1,14,6,8,2,14,2,1,0,13,10,0,0,15,0,0,0,14,0,0,0,14,1,0,10,9,10,0,4,10,10,0,0,8,0,0,0,10,0,0,0,12,0,0,0,10,10,8,0,7,9,8,5,3,10,6,4,6,10,6,5,5,8,5,2,6,8,2,0,5,18,12,8,10,12,15,10,14,16,10,10,12,13,16,15,11,10,13,9,14,16,7,8,13,13,9,7,10,11,11,7,7,12,10,7,10,10,9,7,14,14,6,5,14,10,3,10,18,5737,1820,2019,4086,3527,2730,2270,3096,2755,2408,3517,3474,4332,1074,2339,2316,3975,1728,5188,3269,2689,1633,3294,4965,2984,1565,2228,3117,2304,3058,2043,1898,3531,3096,2386,2590,1915,1476,1179,2068,2768,2553,1688,2112,2312,3680,2156,3003,6208,1177,4381,8293,9875,1062,12,1103,2673,986,3147,4267,1151,2641,1246,4397,2464,1233,5737,2570,1362,1409,4342,3065,3181,2566,823,2717,8303,1225,3346,1504,3130,943,1692,9212,2046,3013,1456,1551,1402,1260,927,5772,1113,951,880,1878,6486,1900,3555,2431,4166,1662,1910,1463,3915,1782,5021,3351,3952,2821,3712,1838,1995,1801,1388,4762,1590,1342,2975,4896,4770,4648,3209,1701,3587,3508,1844,1319,5053,3337,1126,2602,10380,5544,2372,2517,4295,2822,2648,5107,5611,1288,5300,2762
69,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,15,15,16,15,15,15,15,15,15,15,15,15,15,15,20,15,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,20,14,15,12,13,14,13,12,15,19,15,16,0,5,15,16,14,16,14,15,13,14,16,14,5259,2278,4904,1103,1165,1078,2474,1415,855,4490,1467,1128,6322,2777,2956,1360,841,1560,2285,2580,2203,4852,3398,3476,2360,1731,1334,1068,1081,999,947,856,858,1335,1143,1410,1606,2751,1065,1013,1105,1520,1405,941,895,992,1164,974,2913,2807,8053,2664,11924,4073,2360,3021,3223,1813,3614,1599,1438,1754,3531,1248,2375,3184,6975,2527,1266,4399,3033,2556,3300,1708,5549,2388,4244,2470,1934,2530,1711,3110,2077,2403,3140,2385,2791,1977,2986,2720,3714,2675,2759,2902,1910,3301,4761,3514,3514,3336,2798,2380,2271,2068,2525,2226,2395,2163,2632,5799,2245,2273,2421,2310,2229,2152,1935,2886,1966,2010,3911,1695,2749,2010,2389,2419,4801,2969,3422,2284,3923,2442,6251,5929,1565,1283,5527,1828,3890,3109,2760,3090,3399,5971
70,0,1,3,2,0,0,0,8,10,0,0,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,6,8,0,0,0,8,10,0,0,0,8,0,0,0,0,0,0,8,0,0,0,10,0,0,0,7,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,8,5,10,10,8,3,8,5,18,6,11,11,6,11,11,8,11,11,11,15,6,15,18,7,3,2,7,10,7,5,4,10,11,6,3,2,4,3,1,1,1,1,1,1,0,1,6,8,0,0,10,12,0,0,0,12,12,5,0,8,12,0,5,5,5,0,0,8,0,0,0,2405,1919,1639,2067,2822,1937,2025,2281,3930,2092,1686,2508,2620,2201,2227,2446,2195,2511,1716,1898,1916,2090,1904,2576,2863,1254,2326,4999,1099,1280,1524,1931,4535,1158,1296,1197,1368,1159,1394,1170,1431,1318,1381,5743,2169,1622,2634,2185,887,977,901,3002,871,1103,1121,1377,2432,889,1018,931,1623,1119,1063,1077,1003,1132,1255,1601,927,3240,912,3420,3093,3115,1191,1987,1538,5152,12030,1470,853,1784,765,6853,2589,4195,12,1439,1112,1226,1184,7708,1086,1373,1218,3458,1721,1010,1116,2430,1684,1693,841,1352,2221,2570,1078,1268,1717,2836,3834,1468,862,2024,1405,1618,2253,2831,3922,1861,4233,12773,3813,1787,2162,1699,5343,6904,2501,2175,7605,1918,2014,7815,2229,1761,3180,3888,1532,1873,1546,1581,2950,5365
76,0,1,3,1,0,0,8,20,0,0,9,0,0,18,0,0,9,9,0,9,0,0,9,0,9,0,0,9,0,0,9,0,9,0,0,10,0,9,9,0,0,0,0,9,0,0,9,9,10,0,0,9,0,0,8,0,0,0,9,0,0,9,0,0,8,0,8,8,0,0,8,8,8,0,0,8,20,5,20,20,10,10,0,5,0,0,10,0,10,0,0,10,10,0,0,0,10,20,0,0,5,5,20,5,10,5,6,10,8,7,8,0,8,5,5,8,10,0,9,8,8,8,5,5,20,5,5,20,5,5,10,10,5,5,10,8,5,2,7,6,9,1,8,0,5,8,5,3,1220,1124,919,3782,966,2044,2051,2883,4372,5274,7773,2310,3475,7348,1163,1965,2803,914,1701,3746,1283,6172,845,776,1389,1300,1708,7084,3968,1656,2286,3090,1178,1817,2591,1169,1698,1168,1083,2368,1225,1390,1107,1372,1896,1344,1485,1444,2292,1281,1559,2590,1425,1948,1273,1420,2466,1837,1635,1959,2156,1410,2253,2455,1564,1188,1543,1462,1515,1432,2631,3012,1785,768,2677,2105,3745,2487,3064,842,2708,2024,3896,2306,2823,1637,2817,2483,11090,1781,3339,1512,1688,3326,1439,1911,1540,3472,7775,1492,3096,1947,1455,2352,1910,4596,6503,1549,2755,2439,3821,4069,3966,2344,6435,5085,4035,4924,2157,6018,3492,1840,5697,2863,1859,1561,2038,10129,3476,8730,10191,10437,12169,10730,7711,7488,8498,7611,7027,3928,11651,2946,9085,7613
77,0,3,2,1,10,20,1,0,0,0,0,0,0,0,0,15,0,15,20,0,15,15,0,0,10,15,0,0,20,20,0,0,0,0,0,0,0,0,13,20,0,0,0,16,0,0,18,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0,16,0,0,0,0,0,0,0,14,0,0,7,10,14,5,13,10,0,0,7,0,9,5,7,0,7,7,10,7,5,7,3,9,12,4,4,11,11,10,11,11,11,11,5,9,10,9,5,5,5,5,7,14,4,10,9,5,9,11,10,5,20,20,10,10,20,10,20,0,20,20,20,0,0,10,10,10,10,10,15,20,15,10,7263,4780,12901,1638,1579,933,1306,1217,731,948,800,1855,1277,3701,4590,892,3326,1442,609,1139,3364,3923,1428,1605,7067,4385,5798,1987,1167,2541,4591,3235,12123,1401,5658,7952,2276,2841,2096,2845,12875,3689,6516,10691,4760,6331,3998,6856,1885,1459,1512,2124,1220,1811,2216,2238,1680,1392,2341,1255,1949,5171,1463,1270,1956,2462,1763,2084,2636,3182,4749,1696,1161,2580,2576,2672,1905,8373,2105,2047,654,1370,1179,1411,3633,1084,2247,1633,3474,2828,2238,2222,1304,1894,7464,3797,2752,5403,3979,4178,5844,4884,4967,6501,3925,9083,12315,4370,4206,2078,4236,5081,4843,5866,2278,2206,5015,3682,6268,3609,2646,5364,2070,1539,4099,1369,1517,5310,3516,1122,2909,1459,5227,1016,1170,1752,4660,1557,1635,2648,1339,1967,8012,1419
78,1,2,3,1,0,0,0,14,0,18,0,0,0,10,0,0,12,0,12,0,0,13,7,0,8,0,12,0,0,0,15,0,15,0,15,18,0,0,0,0,15,0,15,18,0,0,15,0,15,0,0,0,2,0,12,12,13,0,10,12,0,12,0,10,0,8,0,10,8,10,0,10,10,12,0,8,10,8,7,7,9,9,9,10,9,7,9,7,7,7,5,8,9,8,9,9,9,10,9,9,10,8,8,5,15,15,10,10,15,10,13,10,10,12,10,10,10,10,12,15,12,12,10,10,15,5,0,9,9,10,0,10,13,5,10,5,8,8,10,8,11,10,12,10,12,13,10,10,2987,3598,2246,3060,2671,5344,1956,3355,3272,1817,5793,5786,3055,2755,8253,2690,3542,2058,5058,3523,4520,3660,3706,2254,4338,2026,2472,2172,5207,1999,6843,5034,1838,1999,4287,1721,3193,1847,3865,4815,2972,1290,4884,2706,3973,2052,2150,3925,4230,1053,1605,2025,1997,1284,5076,1906,1002,1315,1322,1968,2516,886,975,2351,2997,1483,1453,1880,1769,2579,4202,1461,8745,3990,4913,11472,3411,5616,6476,6127,5915,6530,5321,8266,4140,7496,3776,3667,2085,2961,3674,3256,6864,5507,9154,2631,2227,2027,9235,3551,6098,10966,1532,1442,1222,3647,1968,2383,1569,1331,1351,1360,1210,1979,905,1341,1434,2809,4108,3735,3824,995,2738,2725,1266,1359,1637,1572,5403,4907,1387,2767,1558,1087,5884,1729,1555,1662,2032,4449,1929,1184,1501,1895
79,0,3,1,2,0,2,3,0,0,0,6,3,3,0,0,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,8,0,2,2,2,3,2,2,4,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,4,3,6,6,4,3,7,7,5,10,5,7,11,6,8,6,9,7,7,6,5,7,9,12,7223,8825,6545,2601,2809,635,8755,3211,2743,2723,2741,5145,4351,3925,2324,2233,2772,4351,6218,4673,1920,9192,2747,2557,7315,6269,3395,4256,3243,5054,3260,3352,2898,3506,2581,2254,2278,4468,2082,2319,4044,4318,2535,2639,2807,2636,2870,8747,3586,2631,3528,4233,3220,3508,2403,3040,2681,4467,2580,7419,2669,2656,2962,3398,2773,3317,2666,3588,2639,3493,8311,3118,1826,980,652,736,1115,1256,1356,1926,1664,1536,1782,1824,1012,1268,1783,2610,1838,1517,1308,1503,1520,1224,1452,1419,5298,2608,3061,3691,3132,2277,2021,3733,4521,2753,2848,2734,6592,2585,1819,2310,2976,3511,2414,3034,3083,2592,2513,5331,4846,2442,2554,4116,1824,2101,1890,1698,2269,4391,2124,2396,4751,4112,6049,6429,1879,6616,5399,7075,6976,6115,5900,4785
80,0,1,3,2,5,8,6,8,4,5,15,6,20,6,3,6,9,10,15,20,2,4,8,4,6,4,7,20,10,10,0,0,5,8,0,5,8,0,5,0,10,10,0,10,10,10,10,0,10,10,10,0,10,5,10,10,5,15,10,20,20,15,5,15,5,20,20,0,10,15,15,10,0,15,20,3,11,11,11,11,8,8,11,10,12,15,10,10,11,11,12,15,11,10,12,14,11,8,8,14,17,13,11,9,7,6,12,9,12,17,8,9,12,10,17,12,12,9,13,15,10,9,15,15,10,10,10,10,9,7,8,8,9,13,11,10,10,10,13,10,10,10,10,11,9,8,8,10,4460,2677,2585,4016,3816,4884,6008,3316,3685,3137,3678,3110,3690,3300,4098,4431,2779,3539,2945,3688,3413,3839,3058,4374,7837,3877,1471,998,7575,2764,3639,4023,5893,12056,1472,6814,1026,2775,6976,3341,2759,5288,10726,1090,4358,9091,8642,5033,4750,11763,3044,11764,6939,10069,2580,2075,3671,9372,8909,8593,10812,5273,2786,2189,2263,3738,5689,9417,3668,11421,9819,4158,4672,2305,1226,2264,1475,5442,1915,3264,2727,1607,1470,4732,1744,4556,2256,1465,1967,2518,1584,1361,1558,1439,2642,4742,2734,1682,1246,3425,2053,3066,1635,1203,1589,5036,1473,1824,1454,1837,2971,3070,4216,5434,2230,1991,2779,4551,2515,2399,5288,2988,2295,4205,1459,2287,6648,2540,1828,2041,2072,2280,2287,4292,3521,4156,2887,2824,2341,2101,1494,4608,1804,2117
81,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,10,0,0,0,0,0,0,8,0,0,0,10,0,2,0,20,0,0,12,0,10,0,5,10,3,0,0,0,0,0,12,0,0,0,0,0,0,0,19,0,0,0,10,9,0,0,0,15,20,0,0,0,5,3,1,5,5,1,5,1,4,3,2,2,5,3,2,4,2,8,0,6,5,5,0,5,2,0,0,5,13,6,1,8,8,8,0,0,10,0,10,10,0,0,3,13,10,5,3,2,6,3,18,3,5,3,3,5,3,2,18,2,5,3,19,4,3,5,3,18,19,3,3,3,2761,1943,2281,2699,2921,2176,2920,2983,4330,2613,2345,2450,4228,3497,4658,3417,11306,5706,3671,8096,10781,3705,4789,2221,3548,2268,3380,1596,3061,1995,3918,2342,3803,4969,2467,5698,5432,4160,6791,5273,12779,7550,7945,10712,12,2719,6260,3815,3182,2375,1811,1589,3096,2260,2196,5339,5750,5572,8783,1785,3249,4687,7950,7087,5011,8830,6702,12926,9582,6518,9215,7029,3228,1583,1264,1462,2214,2479,3898,2008,1825,1134,1255,3438,2451,1291,2407,4686,1034,1862,1414,2118,3085,5572,2607,2741,6377,6182,6403,10096,5448,6890,8940,9522,9563,5962,2045,4980,5820,1980,9935,4630,8500,7143,5276,6645,6505,6819,3322,6791,4314,3256,5107,3335,4222,3371,3541,7732,6338,7148,5876,2133,4761,5734,6743,7986,5751,8633,7212,12390,9556,5274,7600,5497
82,1,2,3,2,0,0,0,0,0,0,3,0,0,0,0,2,0,4,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,4,5,0,0,5,0,0,0,5,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,5,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,8,0,0,3,3,7,1,6,1,3,4,1,0,5,5,1,3,5,5,5,5,5,8,1,5,3,2,10,5,4,7,2,5,7,10,5,5,10,7,8,7,8,8,7,7,7,6,2,8,8,7,6,5,4,6,4,4,4,4,3,5,4,3,4,4,4,4,6,3,6,3,5,4,5,4,3029,2147,5294,2174,3166,4365,10638,2809,2109,7111,2766,12,3348,2744,2623,2544,2232,2745,1624,2287,2157,1386,6409,1546,1517,2125,1482,1561,899,3346,5247,822,2258,2374,1989,2452,2081,2158,1814,2014,3136,1981,4762,843,2131,890,5010,2013,2185,1879,2924,1735,2470,1943,1772,1918,2052,2627,1975,3327,1756,3457,3530,2352,1769,2079,1057,1183,1348,1383,1720,1754,7730,2037,3461,1546,5383,3507,1429,3126,1368,1331,5412,1817,3096,1062,7198,2109,1796,1835,5117,2267,4068,990,4264,2887,3877,1587,3318,1134,1427,3558,3417,8435,1734,1018,2514,2028,1721,2866,3477,1415,5467,2413,4859,2597,2891,2124,4330,2017,1571,1046,985,1135,1018,1016,1026,979,2264,1119,959,964,900,1083,1476,954,1000,1011,964,982,910,968,1371,979
23,0,2,3,1,3,6,13,3,2,14,13,0,1,10,2,2,13,13,1,4,10,11,1,2,9,6,2,8,14,0,14,0,0,13,12,0,0,12,0,0,14,12,0,0,9,12,0,0,9,8,0,10,1,3,10,2,3,9,8,2,2,8,2,2,9,8,1,2,8,2,2,8,7,2,1,11,11,10,8,10,10,6,8,10,8,5,8,10,7,5,7,6,5,8,4,5,8,6,8,5,10,10,7,12,6,0,8,9,5,17,15,15,,,,,,,,,,,,,11,11,11,11,15,4,5,5,3,13,12,2,4,5,2,4,4,8,5,3,5,12,3,0,2848,2979,1515,3194,3558,1472,2357,1200,978,1439,1891,5410,2010,2232,1639,2814,3541,3064,4670,2875,2474,5153,2474,2197,9415,2252,3194,1709,2034,1636,1388,1379,2682,1476,1110,1499,6439,9326,2226,6787,6798,2888,3206,6522,4568,10087,5132,10765,4185,978,2004,2029,2763,1027,2024,2377,993,1492,2183,2150,2170,2409,1996,976,2160,2057,1943,949,2206,1613,871,1945,7800,3526,2534,5353,1946,2712,1744,3476,2366,1621,2379,2045,3425,2426,2887,1786,1615,3259,1636,5773,1776,2849,3769,1554,2550,1013,589,1321,1874,1224,2398,1872,2249,3113,5005,1254,3220,1174,1149,2159,3492,3604,658,685,2081,3701,908,1534,6669,2093,1672,1531,1962,1078,1695,3390,2203,1822,2766,1992,3275,1572,10954,9003,9574,2648,1431,3151,1438,2092,1168,1729
20,0,2,1,2,0,0,6,10,0,0,8,7,9,5,5,0,0,0,0,6,10,0,0,4,0,0,7,0,0,0,8,9,0,0,0,10,0,11,3,0,0,0,0,5,0,5,0,5,5,0,5,0,2,0,15,9,0,0,0,9,0,9,7,0,0,0,0,9,8,0,0,9,0,0,8,0,8,5,5,10,10,10,8,6,8,8,8,8,6,6,5,5,8,8,5,4,8,6,8,6,10,4,7,10,8,10,6,5,6,3,10,9,,,,,,,,,,,,,5,5,3,8,12,3,5,10,0,3,9,8,8,9,9,0,7,8,3,8,5,5,7,8,5847,1206,1063,2420,1702,1641,1415,1569,1185,1167,1479,878,1113,2389,1009,1178,1853,1098,1572,1014,1250,1156,1031,1210,5510,2485,2447,7155,1727,1912,3005,2151,1699,1536,4583,1597,2599,2610,1878,2379,2229,3367,1623,5425,1607,3921,3953,1999,2325,2162,2594,3003,1620,2134,1619,2013,1801,2275,2393,1916,1819,1711,1893,2317,2505,1450,1584,1258,1241,1463,2334,6043,4484,975,1643,2313,1193,3071,1735,4193,7550,2643,1646,2819,5594,994,790,1562,1386,2183,996,1277,3339,2187,8170,1486,2808,1261,3773,4876,3996,1754,3414,4782,2696,4747,1592,2043,1606,5516,6767,3001,1127,2477,3094,2405,2393,2501,3423,3572,3728,881,1161,6983,3848,5333,8965,1156,871,2113,696,1116,851,2899,830,760,805,992,1118,4591,4101,8096,1791,1867
7,1,2,2,1,0,0,0,10,10,0,0,14,0,0,0,0,10,0,0,10,10,10,10,0,0,13,0,0,0,0,0,20,15,0,0,15,15,0,0,0,15,0,0,15,10,10,10,0,0,15,0,0,1,0,0,8,8,7,0,8,6,0,0,0,8,0,0,9,8,8,8,0,0,10,0,0,7,7,6,0,10,15,1,7,10,1,10,1,,,,,,,,,,,,,8,8,1,5,0,8,6,6,15,15,5,5,12,10,1,4,8,1,5,8,1,15,0,7,7,5,2,1,8,10,4,5,9,7,7,2,5,10,5,0,2,9,9,10,5,2,10,7,7243,3502,4488,7489,6700,6962,2661,5705,6712,3598,4785,5082,4600,3471,4901,2447,5451,8197,6350,4875,4194,5515,2822,2381,3291,2267,2675,6235,7604,10243,3309,2962,6990,1655,2387,2510,1825,2677,2115,4568,5961,7121,3286,1863,1972,2125,1860,2234,5664,2888,3159,2573,4881,7897,3050,6152,7796,2371,2293,2268,2093,3039,5081,4011,5827,5361,4036,3520,3197,4166,2711,2823,5954,5218,5627,1421,1373,1421,709,1267,6451,1335,1548,1329,1137,7079,8919,1337,4819,594,1097,1300,1361,5077,2670,1434,4118,1924,1136,3032,2161,3115,1595,1766,2988,2600,2059,4422,3424,2404,1500,2577,3143,2840,2773,1934,1761,2234,2699,5735,4990,3199,9133,2749,4330,5074,2908,5673,3570,2830,5940,2714,2429,3079,2558,2953,2668,3907,4272,2768,2731,4121,3941,3770
